Tweet,Date,Retweets,,,,
Everyone in Asia told me there has not been a better American President than me on any day in history since my inauguration!,Wed Nov 15 20:49:06 +0000 2017,9,,,,
"I worked so hard in Asia I only had time for three rounds of golf and four massages.""""",Wed Nov 15 20:46:20 +0000 2017,10,,,,
The New York Times is running a very weak and ineffective foreign policy! Foreign leaders simply refuse to negotiate with a newspaper!,Wed Nov 15 20:44:51 +0000 2017,3,,,,
Louise Linton and Steve Mnuchin share a special kind of love. Your poors will never understand it.,Wed Nov 15 20:42:09 +0000 2017,9,,,,
Don't let @NICKIMINAJ get to you. #breaktheinternet #kkstw ,Wed Nov 15 18:05:42 +0000 2017,2,,,,
"Shep Smith is using facts to debunk the #UraniumOne conspiracy theory, but I have alternative facts on my side, so… ",Wed Nov 15 18:04:34 +0000 2017,23,,,,
Blake Shelton may be the #SexiestManAlive.... but at least I made this other list! ,Wed Nov 15 15:52:41 +0000 2017,8,,,,
"This kind of shit would never be allowed in North Korea or the Philippines, where there can only be one… ",Wed Nov 15 15:42:41 +0000 2017,4,,,,
Attention #CEOS &amp; #Billionaires! Call the Senate NOW and tell them we MUST raise taxes on #MAGA voters before they… ,Wed Nov 15 15:35:58 +0000 2017,62,,,,
Not all racists can make money off their racism @PapaJohns! I had to start scamming @GOP voters to do it! ,Wed Nov 15 14:28:14 +0000 2017,24,,,,
Not mine! #winning ,Wed Nov 15 14:26:10 +0000 2017,12,,,,
#TheGiftIGive is a $1 billion tax break to the Trump family. The rest of you can fuck off. ,Wed Nov 15 13:25:24 +0000 2017,21,,,,
"Calm down, Donald. Sean Hannity would never hold you to the same standards as he's holding Roy Moore. ",Wed Nov 15 06:22:10 +0000 2017,57,,,,
Mike Pence is asking me to impose sanctions on Australia. This is getting out of hand.,Wed Nov 15 02:50:30 +0000 2017,32,,,,
"I promised you I wouldn't cut #Medicare. Funny thing is, you suckers believed me! #MAGA #LOL #InTaxCutsWeTrust ",Tue Nov 14 22:47:33 +0000 2017,42,,,,
I will not have time to meet with this year's American Nobel recipients as I have too many other important meetings… ,Tue Nov 14 17:18:18 +0000 2017,50,,,,
@kylegriffin1 #Sheeeeeeeeeit! Clay Davis has got nothing on me! ,Tue Nov 14 17:15:42 +0000 2017,1,,,,
"After my tour of Asia, all Countries dealing with us on TRADE know that the rules have changed. They are now dealin… ",Tue Nov 14 14:53:37 +0000 2017,23,,,,
"I'll go with (b), Ted. ",Tue Nov 14 14:49:52 +0000 2017,6,,,,
"I have instructed Jeff Sessions to treat today's testimony like a game of To Tell The Truth"" where he has to convi… """,Tue Nov 14 14:49:09 +0000 2017,15,,,,
I pardoned him for that already. ,Tue Nov 14 14:39:58 +0000 2017,6,,,,
Roy Moore got banned from the mall. They couldn't ban me from the Miss Teen USA changing room -- I owned the pagean… ,Tue Nov 14 13:58:02 +0000 2017,220,,,,
Mike Pence once grew a mustache without realizing it. It was happening right under his nose! ,Tue Nov 14 05:58:05 +0000 2017,127,,,,
.@JudgeJeanine should be Special Counsel investigating Hillary! She knows the alternative facts of the case already! ,Tue Nov 14 05:40:22 +0000 2017,6,,,,
I wouldn't be where I am today if it weren't for Mark Zuckerberg! Can't wait to start using his new censorship tool… ,Tue Nov 14 03:47:50 +0000 2017,13,,,,
Mike Pence says lying is OK if you believe in Jesus as hard as he believes in Jesus ,Tue Nov 14 02:10:07 +0000 2017,107,,,,
Don Jr. made me do it! ,Tue Nov 14 02:06:17 +0000 2017,21,,,,
Reminder: I'm the parody account. @IvankaTrump is actually pushing this #TaxScam to raise taxes on half of middle-c… ,Mon Nov 13 23:26:31 +0000 2017,20,,,,
"I'll have to ask Scott Pruitt what his greedy, immoral corporate polluter friends have to say about this #bothsides ",Mon Nov 13 22:24:44 +0000 2017,7,,,,
"I'm not Putin's puppet!!!!

I'm Assange's puppett, goddammit!!!! ",Mon Nov 13 22:17:11 +0000 2017,11,,,,
Pedophilia is like running up the debt. We just hate seeing other people do it! ,Mon Nov 13 21:59:42 +0000 2017,8,,,,
Note to @PressSec: Can you help identify the man with me in this photo? I do not know him. ,Mon Nov 13 21:54:44 +0000 2017,77,,,,
"There are very fine people on both sides of the child molesting debate! For example, this guy and @seanhannity--who… ",Mon Nov 13 21:17:57 +0000 2017,22,,,,
Abstinence is best! But the withdrawal method is a close second! ,Mon Nov 13 21:13:32 +0000 2017,11,,,,
Let he who has never as a grown man signed the high school yearbook of a 15-year-old he had the hots for cast the f… ,Mon Nov 13 20:57:47 +0000 2017,87,,,,
"Could I also get a ruling on the punishment for sex trafficking underage, undocumented models between 1999 and 2016? ",Mon Nov 13 20:55:47 +0000 2017,27,,,,
"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. As a former pharmaceutical executive he… ",Mon Nov 13 16:35:30 +0000 2017,40,,,,
That's good. I'm gonna tell Stephen Miller to have that embroidered on the back of his swastika! ,Mon Nov 13 16:29:05 +0000 2017,14,,,,
Easy marks? ,Mon Nov 13 16:27:47 +0000 2017,12,,,,
It's #WorldKindnessDay so you fuckers better be nice to me.,Mon Nov 13 12:56:00 +0000 2017,129,,,,
"A sexual predator like that could never get elected today! Just kidding, Ann. Thanks for all your support! ",Mon Nov 13 12:18:32 +0000 2017,53,,,,
"Thank you, @seanhannity, for this timely warning that will help child molesters avoid bacteria and mold! ",Mon Nov 13 02:20:17 +0000 2017,15,,,,
I ejaculate very quickly if a murderous dictator squeezes my fingers. ,Mon Nov 13 02:14:47 +0000 2017,119,,,,
"If you have been injured by a falling Keurig machine, this is the guy you will want to sue. ",Mon Nov 13 02:11:15 +0000 2017,22,,,,
"Stephen Miller, this is your final warning: no more speechwriting until you take your fucking Tinder profile down ",Mon Nov 13 01:38:26 +0000 2017,11,,,,
".@KellyannePolls, is it true you said anyone in office who committed sexual assault should resign? #MeToo? ",Mon Nov 13 00:56:37 +0000 2017,60,,,,
"We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Please thank your medical team for the adv… ",Sun Nov 12 19:51:31 +0000 2017,132,,,,
"#ManyPeopleAreSaying I'm being played by Putin. But don't worry, my plan all along has been to work the media with… ",Sun Nov 12 19:46:53 +0000 2017,7,,,,
"Hey Mike, when I told the boss what a loyal foot soldier you had been, he asked me to pass on a personal Спасибо! ",Sun Nov 12 15:02:48 +0000 2017,22,,,,
V. Putin thought it would be a great gag if I spent #VeteransDay insulting American intelligence agencies and disre… ,Sun Nov 12 14:58:35 +0000 2017,57,,,,
They don't have my brand of adult diapers in Vietnam! ,Sun Nov 12 14:46:59 +0000 2017,15,,,,
Are sacrifices on the altar of the NRA ever OK? #StupidQuestionsForGod #AskingForAFriend ,Sun Nov 12 14:15:34 +0000 2017,5,,,,
"If you support child molesters, #BoycottKeurig!",Sun Nov 12 14:00:26 +0000 2017,40,,,,
"That's what Dr. Bornstein keeps telling me, too. ",Sun Nov 12 13:38:35 +0000 2017,5,,,,
Me: Two divorces. Six bankruptcies. Sixteen women have accused me of sexual abuse. And I may have done a little mon… ,Sun Nov 12 04:28:24 +0000 2017,469,,,,
I've been wondering the same thing about @seanhannity. ,Sun Nov 12 04:22:10 +0000 2017,7,,,,
Such a warm welcome in Vietnam! I'm glad they gave my factory workers an hour off to greet me. I just hope they doc… ,Sun Nov 12 03:17:46 +0000 2017,56,,,,
See! I don't golf EVERY Saturday. ,Sun Nov 12 02:39:12 +0000 2017,29,,,,
"Thanks, @SeanHannity! I love getting your weekly emails of Catholic school girl pics! ",Sun Nov 12 02:34:23 +0000 2017,26,,,,
"When will all the haters and fools out their realize that having a good relashunship with Russia is a good thing, k… ",Sun Nov 12 00:49:38 +0000 2017,56,,,,
"Lock him up! LOL. Just kidding, @DevinNunes. Treachery's cool. Just don't go molesting anyone younger than 11. ",Sun Nov 12 00:23:28 +0000 2017,14,,,,
Is a pardoned felon eligible to run for President? ,Sat Nov 11 22:05:30 +0000 2017,42,,,,
I'm still hoping Eric will be accepted by the party if it turns out he's a serial killer. ,Sat Nov 11 21:21:16 +0000 2017,11,,,,
"Putin assures me this isn't true, so you can all ignore this! #NothingToSeeHere ",Sat Nov 11 21:19:02 +0000 2017,11,,,,
"On this wonderful #VeteransDay, I want to express my incredible gratitude to the GREAT VETERANS who served in my pl… ",Sat Nov 11 21:13:04 +0000 2017,140,,,,
"My friend V. Putin assures me he did NOTHING to interfere in the election! I believe him. I mean, look at that face! ",Sat Nov 11 20:50:14 +0000 2017,43,,,,
"Putin is innocent, believe me! ",Sat Nov 11 20:47:59 +0000 2017,6,,,,
"If we had #guncontrol in Texas, hundreds of people could have been shot! Las Vegas? Oops. Forgot about that. ",Sat Nov 11 18:28:48 +0000 2017,13,,,,
"After 3 meetings w/Putin, I believe he's telling truth about election hacking! Did he show me a peepee tape at our 2nd meeting? No comment!",Sat Nov 11 18:25:59 +0000 2017,22,,,,
"Thank you, @ChuckGrassley! Putin bet me that I could't get an unqualified blogger who had never tried a case confir… ",Sat Nov 11 16:39:11 +0000 2017,51,,,,
"I believe Putin about not meddling! Erdogan, I'm not so sure about. ",Sat Nov 11 16:13:09 +0000 2017,3,,,,
#MyMomAlwaysToldMe Take care of your hair and those dumb fucking Americans will believe anything ,Sat Nov 11 16:05:22 +0000 2017,96,,,,
"Russia is a ruse! All I needed to win was 63 million easy marks, massive GOP #votersuppression and a compliant medi… ",Sat Nov 11 15:04:01 +0000 2017,3,,,,
"I believe Putin when he says he didn't meddle in the election. He said believe me"" so you know it's true! """,Sat Nov 11 14:49:23 +0000 2017,125,,,,
"Jesus, Mary and Joseph. ",Sat Nov 11 14:46:21 +0000 2017,9,,,,
And then his widow wasn't nice to me! ,Sat Nov 11 14:03:46 +0000 2017,15,,,,
"If your child needs healthcare, don't come crying to the @GOP. But if you need a pervert babysitter, give us a call! ",Sat Nov 11 13:48:32 +0000 2017,175,,,,
I looked into Putin's eyes and I was able to get a sense of his soul and a definite chubby. ,Sat Nov 11 13:16:40 +0000 2017,37,,,,
Stephen Miller is just a low-level senior policy adviser and right-hand man who I love like a son but is dead to me! ,Sat Nov 11 05:27:51 +0000 2017,90,,,,
"#AddParenthesesRuinAFilm (Roy Moore May Be a Sicko, But He's Our) Sicko",Sat Nov 11 02:31:18 +0000 2017,15,,,,
#AddParenthesesRuinAFilm What's New? (Grab 'em by the) Pussycat,Sat Nov 11 02:22:29 +0000 2017,4,,,,
Cambridge Analytica was just a low-level firm specializing in military psy ops that I paid a mere $6M to! I'm sure… ,Fri Nov 10 22:42:56 +0000 2017,47,,,,
"To all those whose taxes are going up, the Trump Family thanks you! #MAGA #showmethemoney ",Fri Nov 10 22:38:09 +0000 2017,64,,,,
So nice of my good friend V. Putin to bring me a new pair of Ritz Carlton Moscow silk pajamas! ,Fri Nov 10 18:32:19 +0000 2017,40,,,,
#ThingsISayAfterSex Sorry I called you Ivanka,Fri Nov 10 14:54:53 +0000 2017,108,,,,
I will negotiate a separate trade deal with every country! Just as soon as I can get an accurate count on how many countries there are!,Fri Nov 10 12:22:47 +0000 2017,49,,,,
"#RoyMooreChildMolester Republicans say it's OK because Mary was so young when God"" made her pregnant and Roy Moore really loves baby Jesus!""",Fri Nov 10 12:12:57 +0000 2017,39,,,,
"Thank you, Roy Moore. God must be on our side, otherwise we wouldn't have gotten away with all these sexual assault… ",Fri Nov 10 06:32:19 +0000 2017,25,,,,
"Old-fashioned child molestation is one thing, but we still imprison people for sexting! ",Fri Nov 10 06:30:35 +0000 2017,24,,,,
Coming soon: Trump™ Pizza! ,Fri Nov 10 05:56:33 +0000 2017,5,,,,
I've started a movement! ,Fri Nov 10 05:13:47 +0000 2017,14,,,,
In tax cuts for the rich we trust! ,Fri Nov 10 05:12:17 +0000 2017,27,,,,
"Thank you, Sean Hannity, for allowing your spidey senses to confirm that all of Bill Clinton's and Harvey Weinstein… ",Fri Nov 10 04:08:34 +0000 2017,452,,,,
You missed a spot. ,Thu Nov 09 23:00:38 +0000 2017,46,,,,
Wow. Some billionaires actually self-fund their own campaigns. Who knew? ,Thu Nov 09 22:58:45 +0000 2017,14,,,,
Disgusting pervert Anthony Weiner is in prison for sexting with a teen! But let's not crazy and condemn all child r… ,Thu Nov 09 22:57:52 +0000 2017,19,,,,
Roy Moore was a merely low-level Judge in Alabama -- not at the Miss Teen USA pageant. I was the only aging pervert… ,Thu Nov 09 22:14:43 +0000 2017,38,,,,
"When it comes to getting tough on China, I'm a tiger in the tweets, but a scaredy kitten in the streets. ",Thu Nov 09 10:47:35 +0000 2017,69,,,,
I'm so smart! I make the best deals! I just hope Robert Mueller doesn't notice. ,Thu Nov 09 10:42:54 +0000 2017,30,,,,
"Sony won't be associated w/a serial sexual predator! Thankfully, family-values"" Republicans aren't as particular! """,Thu Nov 09 10:38:23 +0000 2017,12,,,,
"My budget makes tough choices! For example, should we tackle the opioid crisis or buy Ivanka another jet? Clue: 🛩 ",Thu Nov 09 06:08:08 +0000 2017,54,,,,
Does this picture make my thumb look small? ,Thu Nov 09 03:29:20 +0000 2017,33,,,,
"It's a tax break for small businesses -- but only mine, not yours! #MAGA #LOL ",Thu Nov 09 03:03:30 +0000 2017,20,,,,
Good news: We will only be raising taxes on half of America's middle class families to pay for my tax cuts for the rich! #MAGA #taxreform,Thu Nov 09 02:06:02 +0000 2017,23,,,,
George Peepeediddlyplop was not representing the Trump campaign when he met with senior UK government officials! He… ,Thu Nov 09 01:11:45 +0000 2017,26,,,,
Carl Icahn is just a low-level billionaire and common thief who I think stole my watch. Please ask him if he has a… ,Thu Nov 09 01:08:07 +0000 2017,24,,,,
Thank goodness my sons never do anything illegal or incriminating! ,Thu Nov 09 01:05:51 +0000 2017,9,,,,
Several good guys with guns can create so much panic and confusion that the bad guy with a gun is able to escape be… ,Thu Nov 09 01:03:54 +0000 2017,33,,,,
Give her a tax break! ,Wed Nov 08 22:13:36 +0000 2017,30,,,,
Time Warner must dump CNN! Unless CNN promises to be nice to me or I get impeached for violating my oath to uphold… ,Wed Nov 08 21:57:31 +0000 2017,49,,,,
"I am the king of debt! Healthcare, not so much. ",Wed Nov 08 21:52:38 +0000 2017,5,,,,
Britain is just a low-level island surrounded by tiny North Sea water that doesn't even want to be part of Europe a… ,Wed Nov 08 21:51:07 +0000 2017,3,,,,
The whole 5th Season of @HBO's #TheWire is FAKE NEWS! cc: @baltimoresun @AoDespair ,Wed Nov 08 19:06:09 +0000 2017,4,,,,
Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautif… ,Wed Nov 08 15:50:16 +0000 2017,32,,,,
Roger Stone needs your help! Please send money now -- before I take away your healthcare and put your taxes up! ,Wed Nov 08 14:20:50 +0000 2017,18,,,,
"#TwoReasonsIGetOutOfBed
1. Number one.
2. Sometimes also number two. ",Wed Nov 08 13:55:16 +0000 2017,17,,,,
Many people are saying I got thumped last night -- bigly.  ,Wed Nov 08 09:55:23 +0000 2017,21,,,,
So gross. ,Wed Nov 08 06:13:15 +0000 2017,10,,,,
"Thank you, Ronna! I always thought Chris Christie was a Democrat! That sneaky bastard. ",Wed Nov 08 04:29:02 +0000 2017,13,,,,
"Carter Page is not a real person. It's Tom Cruise in disguise for a Mission Impossible sequel. In theaters 2018, believe me.",Wed Nov 08 04:10:01 +0000 2017,11,,,,
Wilbur Ross is a low-level grandpa who looks like a Walmart greeter but is actually a comic book supervillain. ,Wed Nov 08 04:04:21 +0000 2017,21,,,,
Maine has voted for Medicaid expansion. Ridiculous! Healthcare is a privilege. Tax cuts for the rich are a right. ,Wed Nov 08 03:52:54 +0000 2017,30,,,,
I may stay in Asia an extra couple of weeks. ,Wed Nov 08 02:09:24 +0000 2017,22,,,,
"After my very important major speech to the National Assembly here in South Korea, I will be headed to China where… ",Wed Nov 08 02:07:26 +0000 2017,38,,,,
"Ed Gillespie embraced me hard, kissing me with open mouth in a way that made Mike Pence uncomfortable. I tweeted fo… ",Wed Nov 08 02:01:52 +0000 2017,327,,,,
#ManyPeopleAreSaying I'm such a failure I'm even failing at my attempt to sabotage Obamacare. Sign-ups are surging. SAD! #thebeatwithari,Tue Nov 07 23:40:10 +0000 2017,34,,,,
"Boy lost in NY has series of narrow escapes from crooks, one of whom later becomes President #AccurateMovieSummaries ",Tue Nov 07 20:47:06 +0000 2017,124,,,,
It's amazing what you can do when the CIA Director signs a loyalty pledge! ,Tue Nov 07 18:44:41 +0000 2017,13,,,,
I'm very smart! I went to Wharton! I have one of the world's highest IQs! But who knew there were so many countries? ,Tue Nov 07 18:27:31 +0000 2017,122,,,,
Who amongst us hasn't claimed a phantom $2 billion to impress a Russian oligarch? ,Tue Nov 07 15:17:22 +0000 2017,21,,,,
We don't need more guntrol! We need everyone to pull out guns so no one knows who's a good guy and who's a bad guy! ,Tue Nov 07 14:48:49 +0000 2017,19,,,,
VOTE TODAY! Show your support for my new Extreme Thoughts and Prayers plan to combat mass shootings! Who needs regulation--just pray harder!,Tue Nov 07 14:07:23 +0000 2017,69,,,,
".@EdWGillespie will totally turn around VA the way I've turned around America. If you like Nazis, NRA &amp; Russia, he's your guy! #ElectionDay",Tue Nov 07 13:58:05 +0000 2017,59,,,,
Very sad the US Ambassador to South Korea could not join me for lunch today w/troops at Camp Humphreys because I forgot to name one. Oops!,Tue Nov 07 08:50:43 +0000 2017,69,,,,
Turns out Jared forgot to disclose to Ivanka that he has a wife and three kids in New Jersey. She's quite upset.,Tue Nov 07 02:51:01 +0000 2017,30,,,,
My visit to Japan and friendship with PM Abe will yield many benefits for our great Country. He gave me a baseball cap! #AwesomeDude,Tue Nov 07 00:21:18 +0000 2017,13,,,,
Mike Flynn was just a low-level National Security Adviser reporting directly to V. Putin with only a dotted line to me!,Mon Nov 06 23:10:04 +0000 2017,33,,,,
Gun control is a slippery slope! What's next? Healthcare? Feeding the poors? Ridiculous! ,Mon Nov 06 20:06:44 +0000 2017,48,,,,
".@GovAbbott says we can work with God"" to solve our gun crisis! Are people who have sold their soul to the NRA eligible? #askingforafriend""",Mon Nov 06 19:39:56 +0000 2017,16,,,,
"Thanks, Jared! Maybe this will get our friend V"" off my back for a bit. Let's talk ""adoptions"" when I get back! """,Mon Nov 06 19:24:32 +0000 2017,14,,,,
I'm getting so many terrific ideas from the world's most ruthless dictators! ,Mon Nov 06 19:08:46 +0000 2017,14,,,,
cc: @jaredkushner ,Mon Nov 06 19:06:59 +0000 2017,3,,,,
It will be the biggest war you have ever seen. Period. ,Mon Nov 06 19:03:48 +0000 2017,5,,,,
Is this a trick question? Are you with the IRS? ,Mon Nov 06 18:54:07 +0000 2017,1,,,,
Will someone tell @DonaldJTrumpJr to stop texting me 💩 emojis. Roaming fees in Asia are killing me! #MuellerTime ,Mon Nov 06 16:24:38 +0000 2017,16,,,,
@3NJ1N3 All spellings and currencies now accepted!,Mon Nov 06 16:20:17 +0000 2017,1,,,,
Can't wait to bring back some of these great ideas I'm hearing about in Asia! #SilencingDissent #Tyranny ,Mon Nov 06 15:57:46 +0000 2017,65,,,,
"It's a system of checks, but without any balances. ",Mon Nov 06 15:55:55 +0000 2017,36,,,,
If you want a picture of the future," imagine a boot stamping on a human face — forever""--1984 #MondayMotivation """,Mon Nov 06 15:50:26 +0000 2017,16,,,
This is all the NRA will allow me to do. Thank you. ,Mon Nov 06 14:16:37 +0000 2017,62,,,,
"Sorry, working families! Your taxes are going up even more than we told you last week. Thanks! #MAGA #LOL ",Mon Nov 06 14:12:33 +0000 2017,38,,,,
The Russia story is like my tax returns. No one's interested except journalists and oh fuck we're all going to jail. ,Mon Nov 06 13:42:20 +0000 2017,5,,,,
You know how I promised to Make America Safe Again? Fooled ya!,Mon Nov 06 13:20:23 +0000 2017,25,,,,
The #TexasChurchMassacre is not a guns situation. It's a me selling guns to the mentally ill while taking away their healthcare situation.,Mon Nov 06 13:01:29 +0000 2017,590,,,,
We're too smart to pay taxes. Taxes are for little people! #MAGA ,Mon Nov 06 07:22:56 +0000 2017,42,,,,
Please pray harder as we still do not have quite enough guns to keep ourselves completely safe! ,Mon Nov 06 01:52:44 +0000 2017,133,,,,
Is there a safe location you could recommend for people who might like to pray? ,Sun Nov 05 23:03:53 +0000 2017,262,,,,
Texas shooter was truly evil," not sick and deranged"" like the NY terrorist"," so please everyone just keep praying. """,Sun Nov 05 22:40:46 +0000 2017,25,,
"I have just ordered Homeland Security to step up our already Extreme Thoughts and Prayers Program. So remember, it's God's fault. Not mine!",Sun Nov 05 20:52:49 +0000 2017,1630,,,,
Jared Kushner is just a low-level son-in-law &amp; coffee boy who has secretly been working for V. Putin since 2011! ,Sun Nov 05 20:47:19 +0000 2017,39,,,,
"Many people are saying the indictments of Flynn &amp; his son won't be identical to the ones for Manafort &amp; Gates, but they will be #simueller",Sun Nov 05 19:42:57 +0000 2017,21,,,,
Wilbur Ross's business with Vladimir Putin is completely separate from his money laundering operation in Cyprus!,Sun Nov 05 19:38:35 +0000 2017,46,,,,
"As @TheDailyEdge first pointed out in 2013, in America you are more likely to be killed by a toddler than a terrori… ",Sun Nov 05 16:34:54 +0000 2017,71,,,,
Just want you to know I am working as hard for you in Japan as I do in America. I've already played 18 holes &amp; had some delicious cake! ⛳️ 🍰,Sun Nov 05 11:00:33 +0000 2017,119,,,,
"On the plus side, this news won't reach Fox News viewers until... ever. ",Sun Nov 05 05:29:03 +0000 2017,23,,,,
I have just landed in Japan -- one of my favorite places in all of China!,Sun Nov 05 01:22:20 +0000 2017,378,,,,
With my #TaxReform plan this typical working family living in a solid gold penthouse will get an extra $600M! #MAGA ,Sat Nov 04 23:05:59 +0000 2017,470,,,,
RT to spread the good news on #JOBS! I'm hiring 70 new workers at #MaraLago!! #MAGA #LOL ,Sat Nov 04 23:02:49 +0000 2017,217,,,,
Could never happen here. ,Sat Nov 04 18:36:30 +0000 2017,8,,,,
Looking forward to visiting South Korea. Can't understand why tickets sales to the Winter Olympics there are so slo… ,Sat Nov 04 18:24:28 +0000 2017,6,,,,
George Piddlypoopyplop was just a low-level volunteer wining and dining with Putin's BFF to celebrate my victory! ,Sat Nov 04 18:08:30 +0000 2017,54,,,,
My totally legal real-estate deals are absolutely squeaky-clean! I just don't want anyone looking at them! ,Sat Nov 04 16:54:35 +0000 2017,113,,,,
Donalding. ,Sat Nov 04 16:52:08 +0000 2017,22,,,,
This T-shirt. #WhatSexyIsToMe ,Sat Nov 04 15:28:58 +0000 2017,40,,,,
Trump Steaks are totally horse-free! #TrumpBaitAndSwitch ,Sat Nov 04 15:23:38 +0000 2017,23,,,,
"Thank you, teachers, for all you do! Ivanka is really going to appreciate the extra cash!! ",Sat Nov 04 15:19:07 +0000 2017,19,,,,
Only I can fix! ,Sat Nov 04 14:55:41 +0000 2017,58,,,,
"So that's what Paul Ryan meant by breeding vessels""! His Powerpoints can be so confusing. """,Sat Nov 04 14:54:35 +0000 2017,20,,,,
Very helpful! Who says #bipartisanship is dead? ,Sat Nov 04 13:22:26 +0000 2017,18,,,,
It's Kristallnacht already? ,Sat Nov 04 13:16:55 +0000 2017,2,,,,
Fantastic welcome In Hawaii! I'm definitely the most popular President ever to come here.,Sat Nov 04 12:35:33 +0000 2017,70,,,,
Great to be in a Hawaii -- the country where Obama was born!,Sat Nov 04 05:16:11 +0000 2017,106,,,,
We must respect our troops. But not our military judges! The decision on Sergeant Bergdahl is a complete and total disgrace! #TakeAKnee!,Sat Nov 04 02:49:25 +0000 2017,6,,,,
The only work George Ponderosasaladbar did in an official capacity was at the GOP Convention and a few other events! ,Sat Nov 04 01:01:15 +0000 2017,11,,,,
"George Pumpernickelback was a low-IQ underling whose only job was to present my Defining America's Role in Global Affairs"" plan at the RNC!""",Sat Nov 04 00:41:45 +0000 2017,13,,,,
You still can't have dinner with Mike Pence. ,Sat Nov 04 00:14:22 +0000 2017,9,,,,
I don't remember much about the meeting where George Pompidoopolos said he could set up a meeting w/Putin except I got a chubby when said it,Fri Nov 03 23:07:25 +0000 2017,16,,,,
"If this means terrorists will be forced to buy more guns, I think I can get Wayne LaPierre onboard ",Fri Nov 03 22:57:06 +0000 2017,4,,,,
Does not fit my narrative. Delete. ,Fri Nov 03 22:54:49 +0000 2017,7,,,,
#SquadGoals ,Fri Nov 03 22:53:27 +0000 2017,6,,,,
Any tips for an aging pervert heading to Asia? #askingforafriend,Fri Nov 03 19:50:27 +0000 2017,60,,,,
@ShujaRabbani This is mine. ,Fri Nov 03 19:49:29 +0000 2017,0,,,,
.@foxandfriends is like my morning #HappyMeal! ,Fri Nov 03 19:43:31 +0000 2017,1,,,,
I will fire Robert Mueller unless he agrees to agrees to read D. Brazile's new book -- AND post a review on Goodreads -- this weekend!,Fri Nov 03 15:49:51 +0000 2017,7,,,,
Cities that are home to hundreds of millions will soon be under water. But fuck it. I am the only one that matters! ,Fri Nov 03 15:23:06 +0000 2017,30,,,,
I Am the Only One That Matters! ,Fri Nov 03 15:01:10 +0000 2017,4,,,,
Forget other sandwiches. I am the only one that matters! #NationalSandwichDay ,Fri Nov 03 14:49:51 +0000 2017,385,,,,
Many people are saying the biggest difference between Kevin Spacey and me is Kevin Spacey knows how to act Presidential.,Fri Nov 03 14:08:46 +0000 2017,118,,,,
"Ranting about Donna Brazile in the streets, apoplectic about Jared in the sheets.",Fri Nov 03 13:59:03 +0000 2017,2,,,,
"Leaving for a 12-day trip to the Orient. Should be great. John Kelly has been helping me practice my Ching Chong Chinaman"" voice all week!""",Fri Nov 03 13:42:23 +0000 2017,133,,,,
You try owning the Miss Teen USA pageant and not walking unannounced into the changing room. ,Fri Nov 03 11:54:33 +0000 2017,21,,,,
"My other Twitter account was taken down for 11 minutes by a rogue employee. In case that happens again, be sure to also follow me here.",Fri Nov 03 11:45:16 +0000 2017,57,,,,
#SeinfeldTaughtMe is Fake News! #DrumpfTaughtSeinfeld ,Fri Nov 03 11:29:30 +0000 2017,14,,,,
Really looking forward to visiting South Korea where they will maybe host the Winter Olympics in less than 100 days!,Fri Nov 03 11:19:07 +0000 2017,4,,,,
I read 11-minutes-worth earlier. Then my Twitter came back up. ,Fri Nov 03 05:40:04 +0000 2017,5,,,,
"WE LOVE OUR VETERANS!*

*But only when we're using them to score cheap political points. ",Fri Nov 03 04:54:26 +0000 2017,110,,,,
@KimKardashian @JimmyKimmelLive It could be better ,Fri Nov 03 04:25:54 +0000 2017,2,,,,
"Guys, I may have lied about a few things. And when I say a few", I mean many, many," many""  #TrumpRussia""",Fri Nov 03 03:36:07 +0000 2017,50,
"Robert Mercer is selling his stake in Breitbart to his daughters for personal reasons."" ",,,,,,
,,,,,,
Specifically," this perso… """,Fri Nov 03 00:04:09 +0000 2017,30,,,
I was just bragging about it in the locker room. ,Thu Nov 02 23:59:29 +0000 2017,32,,,,
I nominated Sam Clovis as chief scientist at USDA before I knew he was spying for the Russians! Although I did know he wasn't a scientist.,Thu Nov 02 15:46:20 +0000 2017,40,,,,
Robert Mercer was merely a low-level campaign billionaire volunteer willing to spend his OWN money on military psy ops to steal an election!,Thu Nov 02 15:41:40 +0000 2017,70,,,,
"America has more mass shootings than any other country. Unfortunately, we still do not have quite enough guns to make everyone safe!",Thu Nov 02 12:24:06 +0000 2017,104,,,,
Justice Clarence Thomas is one of the greatest legal minds ever! His ruling in the case of Deepthroat vs. L. D. Silver is one for the ages!,Thu Nov 02 12:16:48 +0000 2017,2,,,,
Papa Johns CEO is blaming his falling pizza sales on NFL players. That's so ridiculous. A true leader never blames others for his failures!,Thu Nov 02 02:13:53 +0000 2017,161,,,,
"Then again, if you do teach her to be nice to people, she may visit you in prison. #ThinkItThroughSon ",Thu Nov 02 01:33:48 +0000 2017,50,,,,
I've told John Kelly not to answer this on the grounds it might incriminate him. ,Thu Nov 02 00:29:49 +0000 2017,10,,,,
I ❤️ 🏌 ! ,Thu Nov 02 00:22:14 +0000 2017,9,,,,
